"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2009",26.493443,
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2010",26.480659,
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2011",28.079679,
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2012",28.885132,
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2013",28.258377,
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2014",28.447504,
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2015",28.332598,
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2016",29.157036,
"EST","EDUADULT","TRY_MEN","PC_25_64","A","2017",29.877974,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",35.146767,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",35.281303,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",34.441845,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",35.187653,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",35.603615,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",35.443844,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",35.695816,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",37.194561,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",38.865856,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",38.761127,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",39.773857,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",41.563114,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",44.962532,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",43.77713,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",45.152157,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",45.828297,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",45.959515,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",46.141506,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",47.362286,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",48.067318,
"EST","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",49.222305,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","1997",57.212147,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","1998",58.776566,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","1999",60.668804,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2000",61.189438,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2001",61.500027,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2002",62.059273,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2003",62.572048,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2004",62.66666,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",59.86935,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2006",58.67701,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",60.613499,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",60.256916,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2009",59.504539,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",59.705551,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",58.179489,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",58.383217,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",59.358192,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",55.440289,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",57.061733,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",56.15049,
"EST","EDUADULT","UPPSRY_MEN","PC_25_64","A","2017",55.16227,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1997",48.258999,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1998",49.349716,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1999",50.878857,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2000",52.408531,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2001",52.446922,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2002",53.220188,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2003",53.826576,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2004",52.865025,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2005",51.757652,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2006",51.932323,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2007",51.1488,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2008",48.456123,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2009",46.195736,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",48.113487,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",46.438175,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",46.599342,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",47.311459,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",45.989273,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",44.239498,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",44.308128,
"EST","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2017",43.01841,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2004",9.6671581,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2005",6.2362485,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2006",6.7456226,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2007",7.2396193,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2008",6.8904028,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2009",7.7842197,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2010",8.0670834,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2011",8.2216234,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2012",9.3656998,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2013",9.663888,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2014",9.7876959,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2015",10.668953,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2016",11.250453,
"IDN","EDUADULT","TRY_MEN","PC_25_64","A","2017",11.721274,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",6.6263433,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",4.6314678,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",5.5037389,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",6.5544543,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",6.0257816,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",7.2756858,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",7.8890595,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",8.0908623,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",8.6462975,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",9.111598,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",9.568326,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",10.465724,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",11.416537,
"IDN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",11.992479,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2004",16.992193,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",22.009247,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2006",23.13876,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",22.038454,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",16.235556,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2009",24.81736,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",25.412422,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",26.528286,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",26.10998,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",26.702505,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",27.584063,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",28.57028,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",29.262917,
"IDN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2017",29.5383,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2004",11.773955,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2005",15.00911,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2006",16.576967,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2007",16.69187,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2008",12.086156,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2009",18.070333,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",19.258108,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",19.334007,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",19.362526,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",19.966633,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",20.198721,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",21.148869,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",22.102358,
"IDN","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2017",22.564634,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2002",39.831264,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2003",40.250072,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2005",40.188377,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2007",39.907951,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2008",40.722355,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2009",40.913353,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2010",41.62141,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2011",43.148518,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2012",41.942001,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2013",42.87558,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2014",43.871922,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2015",44.526859,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2016",45.177593,
"ISR","EDUADULT","TRY_MEN","PC_25_64","A","2017",46.323353,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",44.275032,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",45.457832,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",45.806358,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",47.1464,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",47.134624,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",48.661175,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",49.3806,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",49.553558,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",50.800053,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",51.810978,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",53.042099,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",52.97908,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",54.461967,
"ISR","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",55.332455,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2002",39.998707,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2003",41.148617,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",37.169769,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",39.137558,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",39.032181,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2009",39.033924,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",39.068352,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",38.610687,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",41.816986,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",41.122326,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",40.523792,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",40.13921,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",40.765846,
"ISR","EDUADULT","UPPSRY_MEN","PC_25_64","A","2017",40.422241,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2002",36.548618,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2003",36.957161,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2005",34.649605,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2007",34.59528,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2008",35.52948,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2009",34.859909,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",34.017166,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",34.678032,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",34.512508,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",34.133713,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",33.240799,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",33.39616,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",33.105724,
"ISR","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2017",32.646366,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","1996",15.40836,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","1997",13.816815,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","1998",15.212976,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","1999",15.924373,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2000",16.345989,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2001",15.02216,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2002",16.318783,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2003",14.803778,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2004",16.212927,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2005",16.164032,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2006",15.752575,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2007",17.294107,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2008",18.50391,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2009",18.933725,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2010",20.449883,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2011",20.322981,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2012",21.241619,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2013",23.036503,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2014",21.911348,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2015",22.299984,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2016",24.061266,
"LVA","EDUADULT","TRY_MEN","PC_25_64","A","2017",24.920851,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","1996",18.373289,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","1997",17.842968,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","1998",18.945898,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","1999",19.435244,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",19.878185,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2001",20.249584,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",21.101116,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",20.640921,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",22.914892,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",23.920837,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",25.482559,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",26.514925,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",30.469065,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",32.029045,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",32.744148,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",34.279606,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",36.352661,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",38.201538,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",37.793896,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",40.124584,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",41.924561,
"LVA","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",42.144421,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","1996",64.637543,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","1997",66.775696,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","1998",65.837379,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","1999",66.038673,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2000",65.114769,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2001",61.079636,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2002",62.44553,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2003",64.852242,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2004",65.478081,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",64.854637,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2006",64.133751,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",63.769379,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",63.956402,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2009",64.176041,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",64.661118,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",63.935966,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",64.407547,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",62.873604,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",60.299713,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",61.461857,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",61.234657,
"LVA","EDUADULT","UPPSRY_MEN","PC_25_64","A","2017",58.580154,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1996",63.111546,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1997",64.264244,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1998",65.522926,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","1999",65.726517,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2000",64.940361,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2001",61.673046,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2002",63.907536,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2003",65.213768,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2004",63.711132,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2005",63.487476,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2006",62.393303,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2007",61.287697,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2008",58.426247,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2009",58.026802,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",58.977253,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",56.945705,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",55.831779,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",54.25769,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",52.913544,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",51.349144,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",49.874989,
"LVA","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2017",49.250313,
"RUS","EDUADULT","TRY_MEN","PC_25_64","A","2010",41.821381,
"RUS","EDUADULT","TRY_MEN","PC_25_64","A","2011",42.036205,
"RUS","EDUADULT","TRY_MEN","PC_25_64","A","2012",41.780033,
"RUS","EDUADULT","TRY_MEN","PC_25_64","A","2013",42.945259,
"RUS","EDUADULT","TRY_MEN","PC_25_64","A","2014",43.34174,
"RUS","EDUADULT","TRY_MEN","PC_25_64","A","2015",44.051537,
"RUS","EDUADULT","TRY_MEN","PC_25_64","A","2016",44.856056,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",57.851639,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",58.022251,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",58.174297,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",58.519215,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",58.748158,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",59.72374,
"RUS","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",60.210949,
"RUS","EDUADULT","UPPSRY_MEN","PC_25_64","A","2010",49.984688,
"RUS","EDUADULT","UPPSRY_MEN","PC_25_64","A","2011",49.677841,
"RUS","EDUADULT","UPPSRY_MEN","PC_25_64","A","2012",50.120735,
"RUS","EDUADULT","UPPSRY_MEN","PC_25_64","A","2013",49.225124,
"RUS","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",48.90836,
"RUS","EDUADULT","UPPSRY_MEN","PC_25_64","A","2015",48.52499,
"RUS","EDUADULT","UPPSRY_MEN","PC_25_64","A","2016",47.986301,
"RUS","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2010",35.826916,
"RUS","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2011",35.69223,
"RUS","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2012",35.827011,
"RUS","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2013",35.742302,
"RUS","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",35.59338,
"RUS","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2015",34.880711,
"RUS","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2016",34.754036,
"SAU","EDUADULT","TRY_MEN","PC_25_64","A","2014",23.548378,
"SAU","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",22.558393,
"SAU","EDUADULT","UPPSRY_MEN","PC_25_64","A","2014",33.716358,
"SAU","EDUADULT","UPPSRY_WOMEN","PC_25_64","A","2014",28.821798,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2000",14.122491,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2002",13.418317,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2003",15.434653,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2004",16.431631,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2005",17.583389,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2006",18.378719,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2007",18.753334,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2008",18.982487,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2009",18.952723,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2010",19.464472,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2011",20.281788,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2012",21.10297,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2013",22.710682,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2014",23.440107,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2015",24.047276,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2016",24.278795,
"SVN","EDUADULT","TRY_MEN","PC_25_64","A","2017",28.41753,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2000",17.341646,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2002",17.137419,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2003",20.10025,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2004",21.706018,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2005",22.831985,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2006",24.460098,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2007",25.809883,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2008",26.446932,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2009",27.864328,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2010",28.145533,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2011",30.120878,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2012",31.995443,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2013",33.303898,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2014",34.072308,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2015",36.687336,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2016",37.551964,
"SVN","EDUADULT","TRY_WOMEN","PC_25_64","A","2017",39.377754,
"SVN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2000",65.1269,
"SVN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2002",67.47995,
"SVN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2003",66.4095,
"SVN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2004",66.640808,
"SVN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2005",65.517113,
"SVN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2006",65.420586,
"SVN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2007",65.292976,
"SVN","EDUADULT","UPPSRY_MEN","PC_25_64","A","2008",65.043884,
